1.83	-0.943063	-1.02654
1.84	-0.953329	-1.00254
1.85	-0.963354	-0.978462
1.86	-0.973139	-0.954303
1.87	-0.982682	-0.930068
1.88	-0.991982	-0.905764
1.89	-1.00104	-0.881396
1.9	-1.00985	-0.856968
1.91	-1.01842	-0.832486
1.92	-1.02675	-0.807955
1.93	-1.03483	-0.783381
1.94	-1.04266	-0.758767
1.95	-1.05025	-0.73412
1.96	-1.05759	-0.709445
1.97	-1.06469	-0.684745
1.98	-1.07153	-0.660028
1.99	-1.07813	-0.635297
2	-1.08449	-0.610558
2.01	-1.09059	-0.585816
2.02	-1.09645	-0.561075
2.03	-1.10206	-0.53634
2.04	-1.10742	-0.511617
2.05	-1.11254	-0.486911
2.06	-1.11741	-0.462226
2.07	-1.12203	-0.437566
2.08	-1.12641	-0.412938
2.09	-1.13054	-0.388345
2.1	-1.13442	-0.363792
2.11	-1.13806	-0.339285
2.12	-1.14145	-0.314828
2.13	-1.1446	-0.290424
2.14	-1.1475	-0.26608
2.15	-1.15016	-0.2418
2.16	-1.15258	-0.217588
2.17	-1.15476	-0.193448
2.18	-1.15669	-0.169386
2.19	-1.15839	-0.145405
2.2	-1.15984	-0.12151
2.21	-1.16106	-0.0977057
2.22	-1.16203	-0.0739961
2.23	-1.16277	-0.0503855
2.24	-1.16328	-0.0268781
2.25	-1.16354	-0.00347817
2.26	-1.16358	0.0198101
2.27	-1.16338	0.0429827
2.28	-1.16295	0.0660354
2.29	-1.16229	0.0889642
2.3	-1.1614	0.111765
2.31	-1.16028	0.134434
2.32	-1.15894	0.156968
2.33	-1.15737	0.179362
2.34	-1.15558	0.201613
2.35	-1.15356	0.223716
2.36	-1.15132	0.245669
2.37	-1.14887	0.267467
2.38	-1.14619	0.289107
2.39	-1.1433	0.310585
2.4	-1.14019	0.331898
2.41	-1.13688	0.353043
2.42	-1.13335	0.374015
2.43	-1.12961	0.394812
2.44	-1.12566	0.41543
2.45	-1.1215	0.435866
2.46	-1.11714	0.456116
2.47	-1.11258	0.476179
2.48	-1.10782	0.496049
2.49	-1.10286	0.515726
2.5	-1.0977	0.535204
2.51	-1.09235	0.554482
2.52	-1.08681	0.573557
2.53	-1.08107	0.592425
2.54	-1.07515	0.611085
2.55	-1.06904	0.629532
2.56	-1.06274	0.647765
2.57	-1.05626	0.665781
2.58	-1.04961	0.683577
2.59	-1.04277	0.701152
2.6	-1.03576	0.718501
2.61	-1.02857	0.735624
2.62	-1.02122	0.752517
2.63	-1.01369	0.769179
2.64	-1.006	0.785607
2.65	-0.998144	0.801799
2.66	-0.990126	0.817753
2.67	-0.981948	0.833467
2.68	-0.973613	0.848938
2.69	-0.965124	0.864166
2.7	-0.956482	0.879147
2.71	-0.947691	0.893881
2.72	-0.938752	0.908366
2.73	-0.929668	0.922599
2.74	-0.920442	0.936579
2.75	-0.911077	0.950305
2.76	-0.901574	0.963775
2.77	-0.891936	0.976988
2.78	-0.882166	0.989942
2.79	-0.872267	1.00264
2.8	-0.86224	1.01507
2.81	-0.85209	1.02724
2.82	-0.841817	1.03914
2.83	-0.831426	1.05078
2.84	-0.820918	1.06216
2.85	-0.810296	1.07327
2.86	-0.799564	1.0841
2.87	-0.788723	1.09468
2.88	-0.777776	1.10498
2.89	-0.766726	1.11501
2.9	-0.755576	1.12477
2.91	-0.744328	1.13425
2.92	-0.732986	1.14347
2.93	-0.721551	1.15241
2.94	-0.710027	1.16108
2.95	-0.698416	1.16948
2.96	-0.686721	1.1776
2.97	-0.674945	1.18544
2.98	-0.663091	1.19302
2.99	-0.651161	1.20031
3	-0.639158	1.20733
3.01	-0.627084	1.21408
3.02	-0.614944	1.22055
3.03	-0.602738	1.22675
3.04	-0.590471	1.23267
3.05	-0.578144	1.23831
3.06	-0.565761	1.24369
3.07	-0.553324	1.24878
3.08	-0.540836	1.25361
3.09	-0.5283	1.25815
3.1	-0.515719	1.26243
3.11	-0.503094	1.26643
3.12	-0.49043	1.27016
3.13	-0.477728	1.27362
3.14	-0.464992	1.27681
3.15	-0.452224	1.27972
3.16	-0.439427	1.28237
3.17	-0.426603	1.28474
3.18	-0.413756	1.28685
3.19	-0.400887	1.28869
3.2	-0.388	1.29027
3.21	-0.375098	1.29158
3.22	-0.362182	1.29262
3.23	-0.349256	1.2934
3.24	-0.336322	1.29392
3.25	-0.323382	1.29418
3.26	-0.310441	1.29417
3.27	-0.297499	1.29391
3.28	-0.28456	1.29339
3.29	-0.271626	1.29262
3.3	-0.2587	1.29158
3.31	-0.245784	1.2903
3.32	-0.232881	1.28876
3.33	-0.219993	1.28698
3.34	-0.207123	1.28494
3.35	-0.194274	1.28266
3.36	-0.181447	1.28013
3.37	-0.168646	1.27736
3.38	-0.155872	1.27435
3.39	-0.143129	1.27109
3.4	-0.130418	1.2676
3.41	-0.117742	1.26387
3.42	-0.105103	1.25991
3.43	-0.0925043	1.25571
3.44	-0.0799472	1.25128
3.45	-0.0674344	1.24662
3.46	-0.0549682	1.24174
3.47	-0.0425508	1.23663
3.48	-0.0301845	1.2313
3.49	-0.0178715	1.22574
3.5	-0.00561407	1.21997
3.51	0.00658566	1.21399
3.52	0.0187255	1.20778
3.53	0.0308034	1.20137
3.54	0.0428171	1.19475
3.55	0.0547645	1.18792
3.56	0.0666437	1.18088
3.57	0.0784525	1.17365
3.58	0.090189	1.16621
3.59	0.101851	1.15857
3.6	0.113437	1.15074
3.61	0.124944	1.14272
3.62	0.136371	1.13451
3.63	0.147717	1.12611
3.64	0.158978	1.11752
3.65	0.170153	1.10876
3.66	0.18124	1.09981
3.67	0.192239	1.09069
3.68	0.203145	1.08139
3.69	0.213959	1.07192
3.7	0.224678	1.06228
3.71	0.235301	1.05247
3.72	0.245826	1.04251
3.73	0.256251	1.03238
3.74	0.266575	1.02209
3.75	0.276796	1.01165
3.76	0.286912	1.00105
3.77	0.296923	0.99031
3.78	0.306826	0.97942
3.79	0.31662	0.968386
3.8	0.326304	0.957212
3.81	0.335876	0.9459
3.82	0.345335	0.934453
3.83	0.354679	0.922874
3.84	0.363908	0.911166
3.85	0.37302	0.899332
3.86	0.382013	0.887375
3.87	0.390887	0.875298
3.88	0.39964	0.863104
3.89	0.408271	0.850795
3.9	0.416779	0.838376
3.91	0.425163	0.825848
3.92	0.433421	0.813216
3.93	0.441553	0.800481
3.94	0.449558	0.787648
3.95	0.457435	0.774718
3.96	0.465182	0.761696
3.97	0.472799	0.748584
3.98	0.480285	0.735385
3.99	0.487638	0.722103
4	0.494859	0.708739
4.01	0.501947	0.695298
4.02	0.5089	0.681783
4.03	0.515718	0.668196
4.04	0.5224	0.654541
4.05	0.528945	0.64082
4.06	0.535353	0.627037
4.07	0.541624	0.613195
4.08	0.547756	0.599296
4.09	0.553749	0.585345
4.1	0.559602	0.571343
4.11	0.565315	0.557294
4.12	0.570888	0.543202
4.13	0.57632	0.529068
4.14	0.581611	0.514896
4.15	0.58676	0.500689
4.16	0.591767	0.486451
4.17	0.596631	0.472183
4.18	0.601353	0.45789
4.19	0.605932	0.443573
4.2	0.610368	0.429236
4.21	0.61466	0.414883
4.22	0.618809	0.400515
4.23	0.622814	0.386137
4.24	0.626676	0.37175
4.25	0.630393	0.357357
4.26	0.633967	0.342963
4.27	0.637396	0.328569
4.28	0.640682	0.314178
4.29	0.643824	0.299793
4.3	0.646822	0.285418
4.31	0.649676	0.271054
4.32	0.652386	0.256706
4.33	0.654953	0.242374
4.34	0.657377	0.228063
4.35	0.659658	0.213775
4.36	0.661796	0.199513
4.37	0.663791	0.18528
4.38	0.665643	0.171078
4.39	0.667354	0.156909
4.4	0.668923	0.142778
4.41	0.670351	0.128685
4.42	0.671638	0.114635
4.43	0.672784	0.100629
4.44	0.673791	0.0866703
4.45	0.674657	0.0727611
4.46	0.675385	0.0589041
4.47	0.675974	0.0451019
4.48	0.676425	0.0313569
4.49	0.676739	0.0176716
4.5	0.676915	0.00404852
4.51	0.676956	-0.00951003
4.52	0.676861	-0.0230016
4.53	0.676631	-0.0364238
4.54	0.676266	-0.0497743
4.55	0.675769	-0.0630508
4.56	0.675138	-0.0762509
4.57	0.674376	-0.0893724
4.58	0.673482	-0.102413
4.59	0.672458	-0.115371
4.6	0.671304	-0.128243
4.61	0.670022	-0.141028
4.62	0.668611	-0.153723
4.63	0.667074	-0.166327
4.64	0.665411	-0.178837
4.65	0.663623	-0.191251
4.66	0.66171	-0.203567
4.67	0.659674	-0.215783
4.68	0.657517	-0.227898
4.69	0.655238	-0.239909
4.7	0.652838	-0.251814
4.71	0.65032	-0.263611
4.72	0.647684	-0.2753
4.73	0.644931	-0.286877
4.74	0.642062	-0.298341
4.75	0.639079	-0.309691
4.76	0.635982	-0.320924
4.77	0.632773	-0.332039
4.78	0.629453	-0.343034
4.79	0.626022	-0.353908
4.8	0.622483	-0.364659
4.81	0.618836	-0.375285
4.82	0.615084	-0.385786
4.83	0.611226	-0.396158
4.84	0.607264	-0.406402
4.85	0.6032	-0.416515
4.86	0.599035	-0.426497
4.87	0.59477	-0.436345
4.88	0.590407	-0.446059
4.89	0.585946	-0.455637
4.9	0.58139	-0.465077
4.91	0.576739	-0.47438
4.92	0.571995	-0.483543
4.93	0.56716	-0.492565
4.94	0.562234	-0.501445
4.95	0.55722	-0.510183
4.96	0.552118	-0.518776
4.97	0.54693	-0.527225
4.98	0.541658	-0.535527
4.99	0.536302	-0.543683
5	0.530866	-0.55169
5.01	0.525349	-0.559549
5.02	0.519753	-0.567258
5.03	0.514081	-0.574817
5.04	0.508332	-0.582225
5.05	0.50251	-0.58948
5.06	0.496615	-0.596583
5.07	0.49065	-0.603532
5.08	0.484614	-0.610328
5.09	0.478511	-0.616968
5.1	0.472341	-0.623454
5.11	0.466107	-0.629783
5.12	0.459809	-0.635956
5.13	0.453449	-0.641973
5.14	0.44703	-0.647832
5.15	0.440551	-0.653533
5.16	0.434016	-0.659077
5.17	0.427425	-0.664462
5.18	0.420781	-0.669688
5.19	0.414084	-0.674755
5.2	0.407336	-0.679663
5.21	0.40054	-0.684411
5.22	0.393695	-0.689
5.23	0.386805	-0.693429
5.24	0.379871	-0.697698
5.25	0.372894	-0.701807
5.26	0.365876	-0.705756
5.27	0.358819	-0.709544
5.28	0.351723	-0.713173
5.29	0.344591	-0.716642
5.3	0.337425	-0.71995
5.31	0.330225	-0.723099
5.32	0.322994	-0.726088
5.33	0.315734	-0.728918
5.34	0.308444	-0.731588
5.35	0.301129	-0.734099
5.36	0.293788	-0.736451
5.37	0.286423	-0.738644
5.38	0.279037	-0.740679
5.39	0.27163	-0.742557
5.4	0.264204	-0.744277
5.41	0.256761	-0.745839
5.42	0.249303	-0.747245
5.43	0.241831	-0.748495
5.44	0.234346	-0.749589
5.45	0.22685	-0.750528
5.46	0.219345	-0.751313
5.47	0.211831	-0.751943
5.48	0.204312	-0.75242
5.49	0.196788	-0.752744
5.5	0.18926	-0.752916
5.51	0.181731	-0.752937
5.52	0.174202	-0.752807
5.53	0.166674	-0.752527
5.54	0.159148	-0.752097
5.55	0.151627	-0.75152
5.56	0.144112	-0.750795
5.57	0.136604	-0.749923
5.58	0.129105	-0.748906
5.59	0.121616	-0.747743
5.6	0.114139	-0.746437
5.61	0.106674	-0.744987
5.62	0.0992244	-0.743396
5.63	0.0917904	-0.741663
5.64	0.0843738	-0.739791
5.65	0.0769759	-0.737779
5.66	0.0695981	-0.73563
5.67	0.0622418	-0.733344
5.68	0.0549083	-0.730922
5.69	0.0475991	-0.728366
5.7	0.0403155	-0.725676
5.71	0.0330587	-0.722854
5.72	0.0258302	-0.719901
5.73	0.0186312	-0.716818
5.74	0.011463	-0.713606
5.75	0.00432693	-0.710267
5.76	-0.00277574	-0.706803
5.77	-0.00984377	-0.703213
5.78	-0.0168759	-0.6995
5.79	-0.0238709	-0.695665
5.8	-0.0308276	-0.691709
5.81	-0.0377446	-0.687634
5.82	-0.044621	-0.683441
5.83	-0.0514554	-0.679132
5.84	-0.0582467	-0.674707
5.85	-0.0649938	-0.670168
5.86	-0.0716955	-0.665518
5.87	-0.0783506	-0.660756
5.88	-0.0849582	-0.655885
5.89	-0.0915171	-0.650907
5.9	-0.0980261	-0.645822
5.91	-0.104484	-0.640632
5.92	-0.110891	-0.635339
5.93	-0.117244	-0.629945
5.94	-0.123544	-0.62445
5.95	-0.129788	-0.618857
5.96	-0.135977	-0.613167
5.97	-0.142108	-0.607382
5.98	-0.148182	-0.601503
5.99	-0.154197	-0.595532
6	-0.160152	-0.58947
6.01	-0.166047	-0.58332
6.02	-0.17188	-0.577082
6.03	-0.177651	-0.570759
6.04	-0.183359	-0.564352
6.05	-0.189002	-0.557863
6.06	-0.194581	-0.551294
6.07	-0.200094	-0.544646
6.08	-0.20554	-0.537921
6.09	-0.210919	-0.53112
6.1	-0.216231	-0.524246
6.11	-0.221473	-0.5173
6.12	-0.226646	-0.510284
6.13	-0.231749	-0.5032
6.14	-0.236781	-0.496049
6.15	-0.241741	-0.488833
6.16	-0.24663	-0.481554
6.17	-0.251445	-0.474214
6.18	-0.256187	-0.466814
6.19	-0.260856	-0.459356
6.2	-0.265449	-0.451842
6.21	-0.269968	-0.444274
6.22	-0.27441	-0.436653
6.23	-0.278777	-0.428982
6.24	-0.283067	-0.421261
6.25	-0.287279	-0.413494
6.26	-0.291414	-0.405681
6.27	-0.295471	-0.397824
6.28	-0.299449	-0.389925
6.29	-0.303349	-0.381987
6.3	-0.307168	-0.37401
6.31	-0.310909	-0.365996
6.32	-0.314568	-0.357948
6.33	-0.318148	-0.349867
6.34	-0.321647	-0.341755
6.35	-0.325064	-0.333613
6.36	-0.3284	-0.325444
6.37	-0.331655	-0.317249
6.38	-0.334827	-0.309029
6.39	-0.337918	-0.300788
6.4	-0.340925	-0.292525
6.41	-0.343851	-0.284244
6.42	-0.346693	-0.275946
6.43	-0.349453	-0.267632
6.44	-0.352129	-0.259305
6.45	-0.354722	-0.250966
6.46	-0.357232	-0.242617
6.47	-0.359658	-0.234259
6.48	-0.362	-0.225895
6.49	-0.364259	-0.217525
6.5	-0.366435	-0.209152
6.51	-0.368526	-0.200778
6.52	-0.370534	-0.192403
6.53	-0.372458	-0.184031
6.54	-0.374298	-0.175661
6.55	-0.376055	-0.167297
6.56	-0.377728	-0.15894
6.57	-0.379317	-0.15059
6.58	-0.380823	-0.142251
6.59	-0.382246	-0.133923
6.6	-0.383585	-0.125609
6.61	-0.384841	-0.117309
6.62	-0.386014	-0.109026
6.63	-0.387104	-0.10076
6.64	-0.388112	-0.0925144
6.65	-0.389037	-0.0842896
6.66	-0.38988	-0.0760874
6.67	-0.390641	-0.0679094
6.68	-0.39132	-0.059757
6.69	-0.391917	-0.0516318
6.7	-0.392434	-0.0435353
6.71	-0.392869	-0.035469
6.72	-0.393224	-0.0274342
6.73	-0.393498	-0.0194326
6.74	-0.393692	-0.0114655
6.75	-0.393807	-0.00353429
6.76	-0.393842	0.00435953
6.77	-0.393799	0.0122146
6.78	-0.393677	0.0200295
6.79	-0.393476	0.0278029
6.8	-0.393198	0.0355334
6.81	-0.392843	0.0432197
6.82	-0.392411	0.0508604
6.83	-0.391902	0.0584544
6.84	-0.391318	0.0660001
6.85	-0.390658	0.0734965
6.86	-0.389923	0.0809422
6.87	-0.389113	0.0883359
6.88	-0.38823	0.0956765
6.89	-0.387273	0.102963
6.9	-0.386244	0.110193
6.91	-0.385142	0.117367
6.92	-0.383968	0.124483
6.93	-0.382723	0.13154
6.94	-0.381408	0.138537
6.95	-0.380022	0.145472
6.96	-0.378568	0.152346
6.97	-0.377044	0.159155
6.98	-0.375453	0.1659
6.99	-0.373794	0.17258
7	-0.372068	0.179193
7.01	-0.370276	0.185738
7.02	-0.368419	0.192215
7.03	-0.366496	0.198622
7.04	-0.36451	0.204959
7.05	-0.362461	0.211225
7.06	-0.360348	0.217418
7.07	-0.358174	0.223537
7.08	-0.355939	0.229583
7.09	-0.353643	0.235554
7.1	-0.351287	0.241449
7.11	-0.348873	0.247268
7.12	-0.3464	0.253009
7.13	-0.34387	0.258672
7.14	-0.341283	0.264256
7.15	-0.338641	0.26976
7.16	-0.335943	0.275184
7.17	-0.333191	0.280527
7.18	-0.330386	0.285788
7.19	-0.327528	0.290967
7.2	-0.324619	0.296063
7.21	-0.321658	0.301075
7.22	-0.318647	0.306003
7.23	-0.315587	0.310846
7.24	-0.312479	0.315603
7.25	-0.309323	0.320275
7.26	-0.30612	0.32486
7.27	-0.302871	0.329358
7.28	-0.299578	0.333769
7.29	-0.29624	0.338091
7.3	-0.292859	0.342326
7.31	-0.289436	0.346471
7.32	-0.285971	0.350528
7.33	-0.282466	0.354494
7.34	-0.278921	0.358371
7.35	-0.275337	0.362158
7.36	-0.271716	0.365854
7.37	-0.268057	0.369459
7.38	-0.264363	0.372973
7.39	-0.260633	0.376395
7.4	-0.256869	0.379726
7.41	-0.253072	0.382964
7.42	-0.249242	0.386111
7.43	-0.245381	0.389165
7.44	-0.241489	0.392127
7.45	-0.237568	0.394996
7.46	-0.233618	0.397773
7.47	-0.22964	0.400456
7.48	-0.225636	0.403047
7.49	-0.221605	0.405544
7.5	-0.21755	0.407949
7.51	-0.21347	0.41026
7.52	-0.209368	0.412478
7.53	-0.205243	0.414603
7.54	-0.201097	0.416635
7.55	-0.196931	0.418573
7.56	-0.192745	0.420419
7.57	-0.188541	0.422172
7.58	-0.184319	0.423832
7.59	-0.180081	0.425399
7.6	-0.175827	0.426874
7.61	-0.171558	0.428256
7.62	-0.167275	0.429546
7.63	-0.16298	0.430744
7.64	-0.158672	0.43185
7.65	-0.154354	0.432864
7.66	-0.150025	0.433786
7.67	-0.145687	0.434618
7.68	-0.141341	0.435359
7.69	-0.136988	0.436009
7.7	-0.132628	0.436568
7.71	-0.128262	0.437038
7.72	-0.123892	0.437418
7.73	-0.119517	0.437709
7.74	-0.11514	0.437911
7.75	-0.110761	0.438024
7.76	-0.106381	0.438049
7.77	-0.102	0.437986
7.78	-0.0976205	0.437837
7.79	-0.0932422	0.4376
7.8	-0.0888662	0.437277
7.81	-0.0844934	0.436868
7.82	-0.0801247	0.436373
7.83	-0.075761	0.435794
7.84	-0.0714031	0.43513
7.85	-0.0670518	0.434382
7.86	-0.0627079	0.433551
7.87	-0.0583724	0.432638
7.88	-0.054046	0.431642
7.89	-0.0497296	0.430565
7.9	-0.045424	0.429407
7.91	-0.0411299	0.428168
7.92	-0.0368482	0.42685
7.93	-0.0325797	0.425453
7.94	-0.0283252	0.423977
7.95	-0.0240854	0.422424
7.96	-0.0198612	0.420793
7.97	-0.0156533	0.419086
7.98	-0.0114624	0.417304
7.99	-0.00728936	0.415447
8	-0.0031349	0.413515
8.01	0.00100026	0.41151
8.02	0.00511536	0.409433
8.03	0.00920969	0.407283
8.04	0.0132825	0.405063
8.05	0.0173331	0.402772
8.06	0.0213609	0.400411
8.07	0.025365	0.397982
8.08	0.0293448	0.395485
8.09	0.0332996	0.39292
8.1	0.0372289	0.39029
8.11	0.0411318	0.387594
8.12	0.0450077	0.384833
8.13	0.048856	0.382009
8.14	0.0526761	0.379122
8.15	0.0564673	0.376173
8.16	0.0602291	0.373162
8.17	0.0639607	0.370092
8.18	0.0676616	0.366962
8.19	0.0713312	0.363774
8.2	0.074969	0.360529
8.21	0.0785743	0.357227
8.22	0.0821465	0.353869
8.23	0.0856852	0.350457
8.24	0.0891898	0.346991
8.25	0.0926597	0.343472
8.26	0.0960944	0.339902
8.27	0.0994934	0.33628
8.28	0.102856	0.332609
8.29	0.106182	0.328889
8.3	0.109471	0.325121
8.31	0.112722	0.321306
8.32	0.115935	0.317445
8.33	0.11911	0.313539
8.34	0.122245	0.309589
8.35	0.125341	0.305596
8.36	0.128397	0.301561
8.37	0.131413	0.297485
8.38	0.134388	0.29337
8.39	0.137321	0.289215
8.4	0.140213	0.285023
8.41	0.143064	0.280793
8.42	0.145872	0.276528
8.43	0.148637	0.272228
8.44	0.151359	0.267894
8.45	0.154038	0.263527
8.46	0.156673	0.259129
8.47	0.159265	0.2547
8.48	0.161812	0.250241
8.49	0.164314	0.245754
8.5	0.166772	0.241239
8.51	0.169184	0.236697
8.52	0.171551	0.23213
8.53	0.173872	0.227538
8.54	0.176148	0.222923
8.55	0.178377	0.218285
8.56	0.18056	0.213626
8.57	0.182696	0.208947
8.58	0.184785	0.204249
8.59	0.186828	0.199532
8.6	0.188823	0.194797
8.61	0.190771	0.190047
8.62	0.192672	0.185281
8.63	0.194525	0.180501
8.64	0.19633	0.175708
8.65	0.198087	0.170903
8.66	0.199796	0.166087
8.67	0.201457	0.161261
8.68	0.203069	0.156425
8.69	0.204633	0.151582
8.7	0.206149	0.146731
8.71	0.207617	0.141874
8.72	0.209035	0.137013
8.73	0.210405	0.132147
8.74	0.211727	0.127278
8.75	0.213	0.122407
8.76	0.214224	0.117535
8.77	0.215399	0.112663
8.78	0.216526	0.107792
8.79	0.217604	0.102922
8.8	0.218633	0.0980556
8.81	0.219613	0.0931927
8.82	0.220545	0.0883345
8.83	0.221429	0.0834819
8.84	0.222264	0.0786359
8.85	0.22305	0.0737974
8.86	0.223788	0.0689675
8.87	0.224478	0.0641469
8.88	0.225119	0.0593366
8.89	0.225712	0.0545375
8.9	0.226258	0.0497506
8.91	0.226755	0.0449767
8.92	0.227205	0.0402167
8.93	0.227607	0.0354715
8.94	0.227962	0.030742
8.95	0.228269	0.0260291
8.96	0.22853	0.0213335
8.97	0.228743	0.0166563
8.98	0.228909	0.0119981
8.99	0.229029	0.00735994
9	0.229103	0.00274255
9.01	0.22913	-0.00185322
9.02	0.229112	-0.00642657
9.03	0.229048	-0.0109767
9.04	0.228938	-0.0155027
9.05	0.228783	-0.020004
9.06	0.228583	-0.0244796
9.07	0.228338	-0.0289289
9.08	0.228049	-0.033351
9.09	0.227715	-0.0377452
9.1	0.227338	-0.0421108
9.11	0.226917	-0.046447
9.12	0.226452	-0.0507531
9.13	0.225945	-0.0550284
9.14	0.225394	-0.0592721
9.15	0.224802	-0.0634837
9.16	0.224167	-0.0676623
9.17	0.22349	-0.0718073
9.18	0.222772	-0.0759181
9.19	0.222013	-0.0799939
9.2	0.221213	-0.0840342
9.21	0.220373	-0.0880383
9.22	0.219492	-0.0920056
